attributes.Ambience.divey	attributes.RestaurantsDelivery	attributes.DogsAllowed	postal_code	hours.Thursday	attributes.HairSpecializesIn.coloring	attributes.BestNights.sunday	attributes.BYOB	attributes.AgesAllowed	attributes.Music.video	hours.Friday	latitude	attributes.Alcohol	attributes.Ambience.classy	attributes.RestaurantsTableService	business_id	attributes.Ambience.touristy	attributes.RestaurantsCounterService	attributes.Corkage	attributes.RestaurantsGoodForGroups	categories	name	attributes.BusinessAcceptsBitcoin	attributes.HappyHour	attributes.WheelchairAccessible	attributes.Ambience.hipster	attributes.BusinessAcceptsCreditCards	is_open	attributes.DietaryRestrictions.vegetarian	attributes.Music.live	attributes.Music.background_music	neighborhood	attributes.BusinessParking.lot	attributes.Music.karaoke	review_count	attributes.GoodForMeal.breakfast	attributes.NoiseLevel	attributes.HairSpecializesIn.perms	state	attributes.DriveThru	attributes.HasTV	attributes.GoodForMeal.dinner	attributes.BusinessParking.street	address	attributes.RestaurantsAttire	hours.Sunday	attributes.BestNights.tuesday	attributes.AcceptsInsurance	attributes.BestNights.wednesday	hours.Wednesday	attributes.HairSpecializesIn.kids	attributes.Open24Hours	attributes.Ambience.trendy	attributes.CoatCheck	hours.Monday	attributes.HairSpecializesIn.straightperms	city	attributes.HairSpecializesIn.curly	attributes.Music.no_music	hours.Tuesday	attributes.HairSpecializesIn.africanamerican	stars	attributes.RestaurantsPriceRange2	attributes.Ambience.intimate	attributes.GoodForMeal.latenight	attributes.GoodForMeal.dessert	attributes.BusinessParking.validated	attributes.GoodForMeal.lunch	attributes.GoodForKids	attributes.DietaryRestrictions.soy-free	attributes.GoodForMeal.brunch	attributes.BusinessParking.valet	longitude	attributes.DietaryRestrictions.gluten-free	attributes.BYOBCorkage	attributes.BusinessParking.garage	attributes.BestNights.friday	hours.Saturday	attributes.Music.dj	attributes.HairSpecializesIn.extensions	attributes.BestNights.saturday	attributes.Ambience.casual	attributes.BestNights.thursday	attributes.BestNights.monday	attributes.HairSpecializesIn.asian	attributes.DietaryRestrictions.kosher	attributes.WiFi	attributes.Smoking	attributes.DietaryRestrictions.halal	attributes.GoodForDancing	attributes.ByAppointmentOnly	attributes.Caters	attributes.RestaurantsReservations	attributes.DietaryRestrictions.dairy-free	attributes.DietaryRestrictions.vegan	attributes.Ambience.romantic	attributes.Music.jukebox	attributes.Ambience.upscale	attributes.RestaurantsTakeOut	attributes.BikeParking	attributes.OutdoorSeating
			89147	8:00-19:00						8:00-17:00	36.1146393				VvfD3APb-sRGma7Q7457Iw					[u'Professional Services', u'Financial Advising', u'Real Estate', u'Lawyers', u'Banks & Credit Unions', u'Mortgage Brokers', u'Home Services', u'Financial Services']	Fortress Credit Pro						1				Spring Valley			10				NV					9155 W Flamingo Rd, Ste 100						8:00-19:00					8:00-19:00		Las Vegas			8:00-19:00		4.0											-115.2916491																												
			M3B 1Y2	10:00-21:00						10:00-21:00	43.7542720222	none	False		ExoqgA3aAz6bYidI0DSQvw	False			False	[u'Sandwiches', u'Food', u'Restaurants']	California Sandwiches				False		1							10	False			ON			False		861 York Mills Road	casual					10:00-21:00			False		10:00-21:00		Toronto			10:00-21:00		3.5	1	False	False	False		False	True		False		-79.351681564					10:00-21:00				False											False			False		False	True		True
			85016								33.480035				t6SfYTEvg0o_cfJddsqEcg					[u'Food', u'Coffee & Tea']	Starbucks					True	1					True		28				AZ				False	3175 E Thomas Rd													Phoenix					2.5	2				False					False	-112.0133663			False											free					False							True	True	True
			M1R 2Z2								43.7448772				k1Nm4agS92jbY8ZKlG1UYQ					[u'Food', u'Grocery']	Pat East Market					True	1				Scarborough	True		4				ON				False	1973 Lawrence Ave E													Scarborough					2.5	1				False					False	-79.2969427			False																							True	True	
	False		M5V	18:00-23:00						18:00-23:00	43.641948	full_bar	False	True	37kk0IW6jL7ZlxZF6k2QBg	False			False	[u'Spanish', u'French', u'Restaurants']	Edulis				False	True	1				Niagara	False		89	False	average		ON		False	True	True	169 Niagara Street	casual	12:00-16:00				18:00-23:00			False				Toronto					4.0	4	True	False	False	False	False	False		False	False	-79.4065795			False		18:00-23:00				False					no					False	True			True		False	False	True	True
			M5B 2H6								43.6535342				c2P81mCqtlUDv1z6sQ3tTQ					[u'Shopping', u'Jewelry']	Swarovski Canada						1				Downtown Core			3				ON					218 Yonge Street													Toronto					3.5	3										-79.3799716																		False										
			44241	10:00-20:00						10:00-20:00	41.2444				LgSmlKSc8zMlcXuwSHVYkg					[u'Shopping', u'Home Services', u'Electronics', u'Internet Service Providers', u'Mobile Phones', u'Professional Services']	Verizon					True	1					False		3				OH				False	9529 State Rte 14		11:00-18:00				10:00-20:00					10:00-20:00		Streetsboro			10:00-20:00		4.5	3				False					False	-81.356346			False		10:00-20:00																						False	
			89169								36.1100828				cNd3G6WB3D8BUp46UX-J1A					[u'Nightlife']	Midway Bar at Hard Rock					True	1				Eastside	False		3				NV				False	4455 Paradise Rd													Las Vegas					3.5	2				False					False	-115.1538714			False																									
	False		H4T 1E3	6:30-22:30						6:30-22:30	45.4856741	full_bar	False	True	U9hNGJFMh5vZsLMZQNellw	False			True	[u'Restaurants', u'Buffets', u'Breakfast & Brunch', u'Italian']	Le Tropik Restaurant Bar				False	True	1				Saint-Laurent	False		4	False	average		QC		True	False	False	6500 Cote de Liesse	casual	6:30-22:30				6:30-22:30			False		6:30-22:30		Montréal			6:30-22:30		3.0	2	False	False	False	False	False	True		False	False	-73.6912598			False		6:30-22:30				False					free					True	True			False		False	True	True	False
			M2N 5R6	10:00-19:00						10:00-19:00	43.7762386				6oA6db9kH7NVFEGYRPXA-Q					[u'Shoe Repair', u'Local Services']	Abba Services						1				Willowdale			5				ON					5415 Yonge Street		10:00-19:00				10:00-19:00					10:00-19:00		Toronto			10:00-19:00		2.0											-79.4143406					10:00-19:00																							
	False		89118	5:00-21:00						5:00-21:00	36.0627245611				qsEbriXbvQVaORyJSkCEzQ					[u'Coffee & Tea', u'Food']	Starbucks			True		True	1				Spring Valley	True		66	False			NV			False	False	6080 W Badura Ave		5:30-20:00				5:00-21:00					5:00-21:00		Enterprise			5:00-21:00		3.0	1		False	False	False	False			False	False	-115.224341069			False		5:30-20:00									free					False							True	True	True
			28203	8:00-19:00						8:00-19:00	35.2140185				55CfzEIIFva2f14NJcZxnA					[u'Massage', u'Beauty & Spas', u'Day Spas']	Verve Beauty			True		True	1				South End	True		21				NC				False	314 Rensselaer Ave				False		8:00-19:00							Charlotte			8:00-19:00		4.0	2				False					False	-80.8542141			False		8:00-14:00													False									True	
False	True		44070	11:00-23:30						11:00-0:30	41.432007		False		le4fLtpLE3PdGnqRFr537w	False			True	[u'Pizza', u'Restaurants']	Marco's Pizza				False	True	1					False		8	False			OH			False	False	23657 Lorain Rd	casual	11:00-23:00				11:00-23:30			False		11:00-23:30		North Olmsted			11:00-23:30		3.0	1	False	False	False	False	False	True		False	False	-81.8829151			False		11:00-0:30				False											False			False		False	True		False
		True	89108	10:00-19:00						10:00-19:00	36.1968107				xz9o5hoBMtzeBeCmO6Ew7w					[u'Furniture Stores', u'Shopping', u'Mattresses', u'Home & Garden']	Style Furniture	False		True		True	1					True		12				NV				False	2041 N Jones Blvd, Ste 103		11:00-16:00				10:00-19:00					10:00-19:00		Las Vegas			10:00-19:00		5.0	1				False					False	-115.2224115			False		10:00-19:00																						False	
			M3A 2J9	8:00-21:00						8:00-21:00	43.7461542504				PgtOActam5PdtWn45dl-mQ					[u'Grocery', u'Food']	Bruno's Valu-Mart					True	1					False		5				ON				False	83 Underhill Drive		8:00-21:00				8:00-21:00					8:00-21:00		Toronto			8:00-21:00		3.0	3				False					False	-79.325213853			False		8:00-21:00																						True	
			L3R 2E3								43.8524582				efAmAN4raaQ6F_4pAq0rCA					[u'Community Service/Non-Profit', u'Active Life', u'Local Services', u'Recreation Centers']	Markham YMCA					True	1				Unionville	False		3				ON				False	101 YMCA Blvd													Markham					3.5					False		True			False	-79.3107577			False																								True	
			M9C 4R1								43.6667742				VCkKTkLWh9dY5vSdNPZDqw					[u'Specialty Food', u'Food']	Mrakovic Meat & Deli					True	1				Etobicoke	True		11				ON				False	44 Wellesworth Dr													Etobicoke					4.5	2				False					False	-79.5786614			False																							True	True	
	False		M5A 3A1	15:00-22:00						15:00-23:00	43.6626591	full_bar	False	True	8cusyHsqMhNAsrNSMpzB1A	False			True	[u'Food', u'Restaurants', u'American (Traditional)', u'Smokehouse', u'Barbeque']	The 420 Smokehouse				False	True	1				Cabbagetown	False		53	False	average		ON		True	False	True	420 Parliament Street	casual	11:30-22:00				15:00-22:00			False				Toronto			15:00-22:00		4.0	2	False	False	False	False	False	True		True	False	-79.3673155			False		11:30-23:00				True					free					False	True			False		False	True	True	False
			44142	0:00-0:00						0:00-0:00	41.41781462				CJaR-hlHZVrFVwNi_3ZNgA					[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']	America's Best Value Inn					True	1							5				OH					14043 Brookpark Rd		0:00-0:00				0:00-0:00					0:00-0:00		Brook Park			0:00-0:00		1.5	2										-81.7926650773					0:00-0:00																							
			85282	10:00-17:00						10:00-16:00	33.393565				tZSZTtFf6Auf3ijfx8KrzQ					[u'Health & Medical', u'Cannabis Clinics', u'Acupuncture', u'Doctors', u'Naturopathic/Holistic']	Medical Marijuana Card					True	1							7				AZ					2600 E Southern Ave, Ste G				False		10:00-17:00					15:00-20:00		Tempe			10:00-17:00		4.5											-111.93223					11:30-16:00													True										
			44118								41.5008913				29PlNR05Bh0qUZK0CVS6UA					[u'Home Services', u'Interior Design']	Tuesday Morning					True	1							4				OH					13908 Cedar Rd													Cleveland					4.5											-81.5392711																		False										
			IV1 1LU								57.4804102				sGrDfqumgsYF3AhOn0AKcg					[u'Pubs', u'Bars', u'Nightlife']	Shots Sports Bar						1							4				HLD					96 Academy Street													Inverness					3.0											-4.2267802																												
			89117	8:00-18:00						8:00-18:00	36.1437588675				ILPp2_e6_PcKsHgv2FkuKA					[u'Registration Services', u'Smog Check Stations', u'Automotive']	Jiffy Smog					True	1				Westside			8				NV					6985 W Sahara Ave, Ste 300						8:00-18:00					8:00-18:00		Las Vegas			8:00-18:00		3.0											-115.244378859					8:00-18:00																							
False	True		44102	10:00-0:00						10:00-1:00	41.4827824	none	False	False	CtYWpX_cy1YdZgoKtS0Tqg	False			True	[u'Pizza', u'Restaurants']	Happys Pizza				False	True	1				Detroit-Shoreway	False		17	False	very_loud		OH		False	False	False	7412 Detroit Ave	casual	11:00-0:00				10:00-0:00			False		10:00-0:00		Cleveland			10:00-0:00		2.0	1	False	False	False	False	False	False		False	False	-81.7362257			False		10:00-1:00				False					no						False			False		False	True	False	False
			85021	7:30-17:30						7:30-17:30	33.5709412				4m461LNVME0VJOstn0XCxg					[u'Auto Repair', u'Automotive']	Art's Family Auto Repair					True	1							7				AZ					915 W Hatcher Rd						7:30-17:30					7:30-17:30		Phoenix			7:30-17:30		4.5											-112.085109																												
			85225	9:00-17:00						9:00-17:00	33.3357011857				xUHw8oY6ix2MStrWiqYgDg					[u'Auto Parts & Supplies', u'Auto Customization', u'Tires', u'Automotive']	Doetsch Off-Road						1							4				AZ					480 E Warner Rd, Ste 5						9:00-17:00					9:00-17:00		Chandler			9:00-17:00		5.0											-111.833730454					10:00-14:00																							
			85225	8:00-17:00						8:00-17:00	33.332312				FXVayYaIpl6b9UkreQfgOw					[u'Auto Parts & Supplies', u'Trailer Repair', u'RV Repair', u'Contractors', u'Home Services', u'Automotive', u'Local Services', u'RV Dealers', u'Auto Repair', u'Metal Fabricators']	Lewis Hitches	False				True	1							20				AZ					80 E Highland St						8:00-17:00					8:00-17:00		Chandler			8:00-17:00		5.0											-111.8398988																												
			85233								33.3359877				eS4LhsclEIMnV3BAdBRu7A					[u'Auto Parts & Supplies', u'Automotive']	Autozone					True	1							7				AZ					734 W Warner Rd													Gilbert					4.5											-111.8054784																												
			EH9 1JQ	9:00-18:00						9:00-18:00	55.9379334				jD-n1OLkq6wE7rHrHscEBA					[u'Flowers & Gifts', u'Shopping', u'Florists']	The Lily Pad					True	0				Marchmont	False		3				EDH				False	2 Warrender Park Road						9:00-18:00					9:00-18:00		Edinburgh			9:00-18:00		4.0	3									False	-3.1919792			False		9:00-18:00																							
			M5V 2H5	15:00-1:00		False			False	15:00-2:00	43.6465589	full_bar	False		0WBMEfqXQnEOAIkV-uCW6w	False			True	[u'Event Planning & Services', u'Bars', u'Nightlife', u'Lounges', u'Pool Halls', u'Venues & Event Spaces']	The Charlotte Room		False	False	False	True	0		False	False	Entertainment District	False	False	10		average		ON		True		False	19 Charlotte Street			True		True	15:00-1:00			False	False	15:00-1:00		Toronto		False	15:00-1:00		3.5	1	False			False					False	-79.3937993			False	False	18:00-2:00	False		False	False	False	True				outdoor		False						False	False	False			True
			61821	11:00-22:00						11:00-23:00	40.0975125219				Y2ySw4qMHgjd1T_2Zt9Eeg					[u'Ice Cream & Frozen Yogurt', u'Food', u'Do-It-Yourself Food', u'Desserts']	TCBY			True		True	1					True		13				IL				False	1731 W Kirby Ave		11:00-22:00				11:00-22:00					11:00-22:00		Champaign			11:00-22:00		3.5	1				False					False	-88.2751357555			False		11:00-23:00									free					True							True	True	
			85308	10:00-20:00						10:00-20:00	33.6534335				aTCuFo-ijhkjdlO57FK-uQ					[u'Shoe Stores', u'Shopping', u'Sporting Goods', u'Fashion']	Sole Sports Running Zone					True	1					True		25				AZ				False	18583 N 59th Ave, Ste 112		11:00-17:00				10:00-20:00					10:00-20:00		Glendale			10:00-20:00		4.5	2				False					False	-112.1848754			False		10:00-19:00																						True	
False	False		53716	7:00-2:30						7:00-3:00	43.0477	none	False	False	sUzvletCYiIaZD_hbnNLEA	False			True	[u'Fast Food', u'Tex-Mex', u'Restaurants', u'Mexican']	Taco Bell				False	True	1					True		10	False	loud		WI	True	False	False	False	100 E Broadway	casual	7:00-2:30				7:00-2:30			False		7:00-2:30		Monona			7:00-2:30		3.0	1	False	False	False	False	False	True		False	False	-89.3246			False		7:00-3:00				False					free					False	False			False		False	True	False	False
False			44223	13:00-23:00		True			False	13:00-23:00	41.1913469	beer_and_wine	False		tbMIW8GSCBgpYOfKlaQXSg	False			True	[u'Arts & Entertainment', u'Music Venues', u'Performing Arts', u'Nightlife']	Blossom Music Center		False		False	True	1		True	False		True	False	99		very_loud		OH		False		False	1145 W Steels Corners Rd		13:00-23:00	False		False	13:00-23:00			False	False	13:00-23:00		Cuyahoga Falls		False	13:00-23:00		3.5	2	False			False		True			False	-81.5607834			False	True	13:00-23:00	False		True	True	False	False				yes		True						False	False	False		True	True
			85254	10:00-18:00						10:00-18:00	33.5840239				L6PeqeygYofucmJ5u9g_SA					[u'Makeup Artists', u'Hair Salons', u'Beauty & Spas']	The House Of Loyal.T					True	1					False		23				AZ				True	10636 N 71st Way, Unit 8						10:00-18:00							Scottsdale					4.5	2				False		True			False	-111.9273235			False		10:00-18:00													True									True	
			L5S 1Z2	8:30-16:30						8:30-16:30	43.6501779				Gm-ut_IRVEFIiiZ676PdqA					[u'Self Storage', u'Home Services', u'Local Services', u'Movers']	Collins-Mehling Transfer					True	1							3				ON					7075 Edwards Boulevard, Unit 3						8:30-16:30					8:30-16:30		Mississauga			8:30-16:30		1.0											-79.705662																		False										
			M6N 1M2	10:00-21:00						10:00-21:00	43.666843				P7u1eMWVVwog2FGyTQ2vvA					"[u'Leather Goods', u'Shopping', u'Accessories', u'Fashion', u""Women's Clothing""]"	Danier Factory Outlet					True	0					False		5				ON				False	2650 Saint Clair Avenue W		12:00-17:00				10:00-21:00					10:00-21:00		York			10:00-21:00		4.0	2				False					False	-79.4959824			False		9:30-18:00																							
			L3T 6K9	9:00-18:30						9:00-18:30	43.823143489				xw10MThmLRMkqz-wl6uJcw					[u'Tires', u'Car Stereo Installation', u'Auto Detailing', u'Auto Repair', u'Oil Change Stations', u'Automotive', u'Body Shops']	KHF Motoring						1							3				ON					82 Green Lane						9:00-18:30					9:00-18:30		Thornhill			9:00-18:30		2.0											-79.3943278701					9:00-17:00																							
		False	28262	12:00-22:00						12:00-22:00	35.316675				15KgSGyazYR960nTLs5wDQ					[u'Counseling & Mental Health', u'Head Shops', u'Gift Shops', u'Vape Shops', u'Health & Medical', u'Flowers & Gifts', u'Shopping', u'Tobacco Shops']	HighLife North Tryon			True		True	1				University City	True		5				NC				False	9605 N Tryon St, Ste C		12:00-21:00				12:00-22:00					12:00-22:00		Charlotte			12:00-22:00		4.0	2				False					False	-80.740521			False		12:00-22:00																						False	
False	True		85392	11:00-22:00						11:00-22:00	33.4652553	none	False	False	XvhSYgpJx6mc5MycXac-Iw	False			True	[u'Restaurants', u'Sandwiches', u'Food Delivery Services', u'Delis', u'Food']	Jimmy John's			True	False	True	1					True		53	False	average		AZ		False	False	False	10110 W McDowell Rd, Ste 100	casual	11:00-22:00				11:00-22:00			False		11:00-22:00		Avondale			11:00-22:00		3.0	1	False	False	False	False	True	True		False	False	-112.277288			False		11:00-22:00				True					no					True	False			False		False	True	True	True
	False		M4Y 1W5	17:00-22:00						17:00-22:00	43.665070327	full_bar	False	True	KlLivbkatzoYKelYI-E-AA	False			True	[u'Restaurants', u'Tapas Bars', u'Spanish']	Segovia Restaurant			False	False	True	0				Downtown Core	False		26	False	quiet		ON		False	True	True	5 Saint Nicholas Street	casual					17:00-22:00			False				Toronto			17:00-22:00		4.0	3	True	False	False	False	False	True		False	False	-79.385549616			False		17:00-22:00				False					no						True			False		False	True	True	False
			53711	10:00-18:00						10:00-18:00	43.0662553				Xv1nmXd4IM5kG2g-VLG7nQ					[u'Chocolatiers & Shops', u'Food', u'Candy Stores', u'Specialty Food']	Maurie's Fine Chocolates					True	1				Vilas	False		12				WI				True	1637 Monroe St		11:00-15:00				10:00-18:00					10:00-18:00		Madison			10:00-18:00		4.5	2				False					False	-89.4147093			False		10:00-16:00																					True	True	
			28270	8:00-20:00						8:00-20:00	35.147563				0lerx8kkRJcyvl9mEtP1aw					[u'Home Services', u'Carpet Installation', u'Local Services', u'Carpet Cleaning']	Journey's Dry Carpet Cleaning						0				Arboretum			3				NC					839 Sardis Cove Dr		8:00-20:00				8:00-20:00					8:00-20:00		Charlotte			8:00-20:00		5.0											-80.749867					8:00-20:00																							
False	False		89123	6:00-20:00						6:00-20:00	36.0280675	none	False	False	eS76100l3h7Ollb5s3_M4A	False			True	[u'Bagels', u'Breakfast & Brunch', u'Restaurants', u'Coffee & Tea', u'Juice Bars & Smoothies', u'Bakeries', u'Food']	Mad House Coffee			True	False	True	1				Southeast			214	True	loud		NV		False	False		8899 S Eastern Ave	casual	7:00-17:00				6:00-20:00			False		6:00-20:00		Las Vegas			6:00-20:00		4.0	1	False	False	True		True	True		True		-115.1189137					6:00-20:00				False					paid				False	True	False			False		False	True	True	True
			89123	9:00-18:30						9:00-18:30	36.0184198				juVOz8a9ehjg83Gk51HKVA					[u'IT Services & Computer Repair', u'Local Services', u'Mobile Phone Repair']	Laptop Expert					True	1				Southeast			39				NV					9400 S Eastern Ave, Ste 107						9:00-18:30					9:00-18:30		Las Vegas			9:00-18:30		3.0											-115.1179769					10:00-17:00																							
False	True		85281	10:00-23:30						10:00-3:00	33.425763	none	False	True	K8ZeT5Y5L0SDh18wO0ZOAQ	False			False	[u'Fruits & Veggies', u'Food Delivery Services', u'Food', u'Greek', u'Comfort Food', u'Restaurants', u'Specialty Food']	Famous Potato				False	True	0					False		8	False	quiet		AZ		True	False	False	425 S Mill Ave	casual	10:00-21:00				10:00-23:30			False		10:00-23:30		Tempe			10:00-23:30		1.5	2	False	False	False	False	False	True		False	False	-111.939614			False		10:00-3:00				False					free					True	False			False		False	True	True	True
			M4Y 2B6	9:00-22:00						9:00-22:00	43.6695184				atNuup_649IY1B1L1vTkow					[u'Restaurants', u'Sandwiches']	Ciccio Sanwiccio			True			1				Yorkville	False		3				ON				False	762 Yonge St	casual					9:00-22:00					9:00-22:00		Toronto			9:00-22:00		2.0	1				False					False	-79.3866159			False		10:00-18:00															False						True		False
	False		M6M 1B9	5:00-0:00						5:00-0:00	43.6816428				Cr9yQp1qrYOJTx1J-aCWeQ					[u'Coffee & Tea', u'Food', u'Bakeries']	Seara Bakery & Pastry			True		True	1					True		12				ON				False	605 Rogers Road		5:00-0:00				5:00-0:00					5:00-0:00		York			5:00-0:00		3.5	2				False					False	-79.4735265			False		5:00-0:00									no												True	False	True
			M6G 3K1	9:00-21:00						9:00-21:00	43.6594089				FiRAbcgD7ja2suCv8NANRg					[u'Food', u'Grocery']	Crawford Market			True		True	1				Bickford Park	False		3				ON				False	569 Crawford Street		10:00-18:00				9:00-21:00					9:00-21:00		Toronto			9:00-21:00		4.0	1				False					False	-79.4205927			False		10:00-18:00																						True	
			89121	8:00-20:00						8:00-20:00	36.1284231				dpL2gSa1HHPeDX1cWdWH4g					[u'Cosmetics & Beauty Supply', u'Shopping', u'Beauty & Spas']	Beauty Supply Warehouse					True	1					True		11				NV				False	3310 S Nellis Blvd		8:00-20:00				8:00-20:00					8:00-20:00		Las Vegas			8:00-20:00		3.0	2				False					False	-115.0646565			False		8:00-20:00													False									False	
	False		H2E	11:00-22:00						11:00-22:00	45.5482292031	full_bar	False	True	rVVEKv3F6ZzvA-FcorhzvQ	False			True	[u'Fast Food', u'Burgers', u'Restaurants']	Dilallo Burger				False	True	1				Villeray-Saint-Michel-Parc-Extension	False		3	False	average		QC	False	True	False	False	1840 Rue Jean-Talon Est	casual	11:00-22:00				11:00-22:00			False		11:00-22:00		Montréal			11:00-22:00		3.5	1	False	False	False	False	False	False		False	False	-73.606522936			False		11:00-22:00				False					no					False	False			False		False	True	False	True
			EH12 8AT	8:30-16:00						8:30-16:00	55.9428958				DtuC7O4Aw63gPnG0eCxGKQ					[u'Restaurants', u'Cafes']	Cafe Anfora						0							7				EDH					104 Saint John's Road, Corstorphine						8:30-16:00					8:30-16:00		Edinburgh			8:30-16:00		2.5											-3.2828612					8:30-16:00																							
			89109	10:00-18:00						10:00-18:00	36.1350121				jh_57byN1RMczrCUFOlOEA					[u'Travel Services', u'Hotels & Travel']	Vegas Good Buys						1							5				NV											10:00-18:00					10:00-18:00		Las Vegas			10:00-18:00		5.0											-115.1714295																												
	False		L5P								43.6718289618	full_bar	False	True	p_wgylnWMXSLlPGCRYSarQ	False			True	[u'Restaurants', u'American (Traditional)']	Red Rockets 192 Grill				False	True	1					False		12	True	quiet		ON		True	False	False	Toronto Pearson Airport, 3111 Convair Drive	casual								False				Mississauga					3.0	2	False	False	False	False	False	True		False	False	-79.5962780146			False						False					free					False	False			False		False	True	False	False
			89104	7:30-17:00						7:30-17:00	36.1474086				UM3pOzBrgUOHcEBahoS4JQ					[u'Car Rental', u'Hotels & Travel']	Budget Car Rental						1				The Strip			3				NV					2000 S Las Vegas Blvd		7:30-17:00				7:30-17:00					7:30-17:00		Las Vegas			7:30-17:00		2.5											-115.1553903					7:30-17:00																							
			85251	8:00-17:00						8:00-17:00	33.4878381278				SOPXi9TFSXn5eV3wJxM_Bg					[u'Beauty & Spas', u'Nail Salons']	Sole Serenity	False		True		True	1					True		23				AZ				False	7024 E Osborn Rd, Ste C-5						8:00-17:00							Scottsdale			8:00-17:00		5.0	2				False					False	-111.92934917			False		10:00-17:00													True									True	
			M4C 3V6								43.6975571				2cis-XlGhlG0Vzlx5je-4A					[u'Tattoo', u'Eyelash Service', u'Makeup Artists', u'Permanent Makeup', u'Beauty & Spas']	Good Gosh Beauty			False		True	1				East York	True		6				ON				True	325 Glebemount Avenue											11:30-18:00		Toronto			11:30-18:00		4.5	4				False					False	-79.3228539			False		10:00-17:00													True									True	
False	False	True	44224	11:00-23:00						11:00-1:30	41.1549076	none	False	True	G0EJjh-dqJBmSEhQRog-hQ	False			True	[u'Restaurants', u'Fast Food', u'Burgers', u'Sandwiches']	Swensons Drive-In Restaurants	False		True	False	True	1					True		76	False	quiet		OH	True	False	False	False	4466 Kent Rd	casual	11:00-23:00				11:00-23:00			False		11:00-23:00		Stow			11:00-23:00		4.5	1	False	False	False	False	True	True		False	False	-81.4009335			False		11:00-1:30				True					no					True	False			False		False	True	True	True
	False		H7S								45.5728517518				o-4US-ls34JMq3nPSkw1WA				True	[u'Restaurants', u'Fast Food', u'Comfort Food']	La Belle Province						1				Laval			3	False			QC	False	True	False		2405 Boulevard Le Corbusier	casual												Laval					3.5	1		False	False		False	True		False		-73.7408097867																				False						True		True
	False		85206	6:00-0:00						6:00-0:00	33.380359	full_bar			8s-kkY82WuATczo1YPiRqA					[u'Grocery', u'Food']	Fry's Food Stores of Arizona					True	1					True		8				AZ				False	1915 S Power Rd		6:00-0:00				6:00-0:00					6:00-0:00		Mesa			6:00-0:00		3.5	2				False					False	-111.68527			False		6:00-0:00														True							True	True	
			85224								33.3340207				JvXeFdPyP6f9N92hIOrH1g					[u'Doctors', u'Health & Medical']	Allergy Asthma Clinic						1							4				AZ					2905 W Warner Rd, Ste 23													Chandler					4.5											-111.8912934																		False										
	False	False	L5A 3Z1	12:00-15:00						17:00-22:00	43.595474	none	False	True	i-zvRNJ-KSG-sfdAzwImQQ	False			True	[u'Indian', u'Vegetarian', u'Restaurants']	Godavari - South Indian Grandma's Kitchen			False	False	True	1				Mississauga Valley	True		23	False	quiet		ON		False	True	False	680 Silver Creek Boulevard	casual	17:00-22:00				12:00-15:00			False		12:00-15:00		Mississauga			12:00-15:00		3.5	2	False	False	False	False	True	True		False	False	-79.602806			False		17:00-22:00				True					no					True	True			False		False	True	True	True
False	False		85018	11:00-21:00						11:00-22:00	33.495018	full_bar	False	True	KBN8wcnBr9KRB4TPa0unsQ	False			True	[u'Restaurants', u'German']	Black Forest Haus			True	False	True	0					True		18	False	average		AZ		True	True	False	4900 E Indian School Rd	casual	16:00-20:00				11:00-21:00			False				Phoenix			11:00-21:00		3.0	2	False	False	False	False	False	True		False	False	-111.975898			False		11:00-22:00				False										True	True			False		False	True		False
			85053								33.6390026				wJWhIoUbwfEPfIYy-pXmDg					[u'Health & Medical', u'Dentists', u'General Dentistry']	Michael W Harper, DDS						1							3				AZ					4025 W Bell Rd, Ste 21													Phoenix					5.0											-112.1458517																												
			28226	9:00-18:00						9:00-18:00	35.15259				1_N57pQ4w4f0BIuMI_09xg					[u'Apartments', u'Real Estate', u'Home Services']	Camden Fairview					True	1				South Park			6				NC					8738 Fairview Road		10:00-17:00				9:00-18:00					9:00-18:00		Charlotte			9:00-18:00		5.0											-80.7951533					10:00-17:00													False										
False	False		85203	8:00-23:00						8:00-0:00	33.415418	none	False	False	7fq6fN58ogXAzXzxywFX1Q	False			True	[u'Restaurants', u'Mexican']	El Asadero				False	True	1					False		25	False	average		AZ		False	False	False	720 E Main St	casual	8:00-23:00				8:00-23:00			False		8:00-23:00		Mesa			8:00-23:00		4.0	1	False	False	False	False	False	True		True	False	-111.815311			False		8:00-0:00				False					no					False	False			False		False	True	True	True
			89146								36.1584296				YNItN_xHKrxaT-xJIAUqkQ					[u'Beauty & Spas', u'Hair Salons']	La Estetica					True	1				Westside	False		3				NV				False	1130 S Rainbow Blvd													Las Vegas					5.0	1				False		True			False	-115.2435324			False															False									True	
	False		89146	8:00-18:00						8:00-18:00	36.157286				qQQp8UzMhQK0-hZ3Bktbaw					[u'Food', u'Bakeries']	The Gourmet Cake Factory					True	1				Westside	True		15				NV				False	1280 S Jones Blvd						8:00-18:00					8:00-18:00		Las Vegas			8:00-18:00		4.5	2				False					False	-115.223854			False		9:00-17:00																						True	
			89146	9:00-19:00						9:00-19:00	36.1468327				Zg8h0RmUHy7Ktel7wOfPfQ					[u'Specialty Schools', u'Education']	Casino Gaming School						1				Westside			5				NV					2218 S Rainbow Blvd						9:00-19:00					9:00-19:00		Las Vegas			9:00-19:00		5.0											-115.2429289																												
